1|1043374545
2|1043374545
3|1043374545
4|1043374545
1|1043397459
2|1043397459
3|1043397459
5|1043397459
6|1043397459
1|1043402767
2|1043402767
3|1043402767
5|1043402767
6|1043402767
1|1043402785
2|1043402785
3|1043402785
5|1043402785
7|1043402785
1|1043495702
2|1043495702
3|1043495702
5|1043495702
6|1043495702
1|1043506302
2|1043506302
3|1043506302
8|1043506302
1|1043562035
2|1043562035
3|1043562035
8|1043562035
1|1043565691
9|1043565691
10|1043565691
11|1043565691
1|1043608482
2|1043608482
3|1043608482
12|1043608482
13|1043608482
1|1043650580
2|1043650580
3|1043650580
14|1043650580
15|1043650580
1|1043747228
16|1043747228
17|1043747228
18|1043747228
1|1043749860
19|1043749860
20|1043749860
21|1043749860
22|1043749860
1|1043817906
16|1043817906
23|1043817906
24|1043817906
1|1043899828
2|1043899828
3|1043899828
5|1043899828
6|1043899828
1|1043930362
19|1043930362
20|1043930362
25|1043930362
26|1043930362
1|1043937480
2|1043937480
3|1043937480
5|1043937480
27|1043937480
1|1043987329
19|1043987329
20|1043987329
21|1043987329
28|1043987329
1|1044027229
29|1044027229
30|1044027229
31|1044027229
32|1044027229
33|1044027229
1|1044042244
19|1044042244
20|1044042244
34|1044042244
35|1044042244
1|1044078197
16|1044078197
36|1044078197
37|1044078197
1|1044100897
19|1044100897
20|1044100897
21|1044100897
28|1044100897
1|1044104207
19|1044104207
20|1044104207
21|1044104207
38|1044104207
1|1044107651
16|1044107651
36|1044107651
39|1044107651
40|1044107651
1|1044123448
2|1044123448
3|1044123448
14|1044123448
41|1044123448
1|1044154993
16|1044154993
36|1044154993
42|1044154993
43|1044154993
1|1044160600
16|1044160600
36|1044160600
37|1044160600
1|1044214000
2|1044214000
3|1044214000
44|1044214000
45|1044214000
1|1044269494
2|1044269494
3|1044269494
12|1044269494
13|1044269494
1|1044271868
2|1044271868
3|1044271868
46|1044271868
1|1044279832
16|1044279832
17|1044279832
47|1044279832
1|1044285284
16|1044285284
36|1044285284
48|1044285284
1|1044297318
2|1044297318
3|1044297318
14|1044297318
15|1044297318
1|1044300051
16|1044300051
36|1044300051
37|1044300051
1|1044334640
9|1044334640
10|1044334640
11|1044334640
1|1044348163
19|1044348163
20|1044348163
49|1044348163
50|1044348163
1|1044361617
19|1044361617
20|1044361617
25|1044361617
28|1044361617
1|1044363196
2|1044363196
3|1044363196
51|1044363196
1|1044367519
19|1044367519
20|1044367519
21|1044367519
28|1044367519
1|1044387921
52|1044387921
53|1044387921
54|1044387921
55|1044387921
1|1044389855
2|1044389855
3|1044389855
4|1044389855
1|1044392363
16|1044392363
36|1044392363
42|1044392363
43|1044392363
1|1044407002
2|1044407002
3|1044407002
56|1044407002
57|1044407002
1|1044412792
16|1044412792
23|1044412792
58|1044412792
1|1044417566
19|1044417566
20|1044417566
59|1044417566
1|1044429906
19|1044429906
20|1044429906
21|1044429906
22|1044429906
1|1044448350
19|1044448350
20|1044448350
25|1044448350
26|1044448350
1|1044458000
2|1044458000
3|1044458000
60|1044458000
61|1044458000
1|1044517180
62|1044517180
63|1044517180
64|1044517180
65|1044517180
1|1044520426
16|1044520426
36|1044520426
66|1044520426
1|1044521948
2|1044521948
3|1044521948
12|1044521948
67|1044521948
1|1044527090
2|1044527090
3|1044527090
12|1044527090
13|1044527090
1|1044553439
9|1044553439
10|1044553439
11|1044553439
1|1044575304
2|1044575304
3|1044575304
5|1044575304
68|1044575304
1|1044583004
16|1044583004
17|1044583004
69|1044583004
1|1044589232
16|1044589232
36|1044589232
37|1044589232
1|1044589406
16|1044589406
36|1044589406
37|1044589406
1|1044638123
19|1044638123
20|1044638123
25|1044638123
28|1044638123
1|1044638749
19|1044638749
20|1044638749
70|1044638749
71|1044638749
1|1044650862
16|1044650862
36|1044650862
66|1044650862
1|1044652547
19|1044652547
20|1044652547
25|1044652547
72|1044652547
1|1044670345
2|1044670345
3|1044670345
73|1044670345
1|1044677094
2|1044677094
3|1044677094
14|1044677094
74|1044677094
1|1044682407
19|1044682407
20|1044682407
75|1044682407
1|1044688877
9|1044688877
10|1044688877
11|1044688877
1|1044689408
2|1044689408
3|1044689408
5|1044689408
6|1044689408
1|1044698086
19|1044698086
20|1044698086
76|1044698086
1|1044704534
19|1044704534
20|1044704534
77|1044704534
78|1044704534
1|1044707198
2|1044707198
3|1044707198
60|1044707198
79|1044707198
1|1044709075
2|1044709075
3|1044709075
60|1044709075
80|1044709075
1|1044725095
2|1044725095
3|1044725095
81|1044725095
1|1044730246
2|1044730246
3|1044730246
60|1044730246
82|1044730246
1|1044731826
2|1044731826
3|1044731826
60|1044731826
83|1044731826
1|1044753275
2|1044753275
3|1044753275
14|1044753275
84|1044753275
1|1044760560
2|1044760560
3|1044760560
85|1044760560
86|1044760560
1|1044766839
2|1044766839
3|1044766839
87|1044766839
1|1044769132
2|1044769132
3|1044769132
88|1044769132
57|1044769132
1|1044771169
2|1044771169
3|1044771169
89|1044771169
86|1044771169
1|1044772419
2|1044772419
3|1044772419
14|1044772419
15|1044772419
1|1044774869
16|1044774869
90|1044774869
91|1044774869
92|1044774869
1|1044780959
19|1044780959
20|1044780959
21|1044780959
28|1044780959
1|1044789966
16|1044789966
93|1044789966
94|1044789966
1|1044790001
2|1044790001
